label,text
ANOTHER,8 0 8 0 J 0 1 0 6 2 C 0 8 4 D 0 8 6 2 0 4 0 4 0 8 4 2 0 6 0 6 0 2 D 4 0 8 0 8 0 8 C 6 0 2 0 2 0 I 0 2 0 6 0 8 0 M 0 2 0 B 0 2 0 C 0 J 0 6 0 J 0 7 0 3 0 4 0 4 0 K 0 2 0 4 0 8 0 H 0 2 0 I 0 2 0 A 0 6 0 2 0 4 0 K 0 3 0 4 0 6 0 M 0 2 0 8 4 2 0 H 0 2 0 8 6 2 0 4 0 J 0 4 0 F 0 6 0 2 0 4 D 2 0 B 0 2 0 8 6 2 0 I 0 2 0 8 4 2 0 6 0 F 0 6 0 J 0 4 0 2 0 6 C 2 0 2 0 0 0 0 0 0 0 4 0 0 0 2 0 0 0 6 0 0 0 8 0 0 0 C 0 0 0 8 0 0 0 D 0 0 0 2 0 0 0 4 0 0 0 2 0 0 0 6 0 2 0 8 0 0 0 4 0 2 0 8 0 0 0 6 0 2 0 8 0 0 0 4 0 2 0 8 0 0 0 D 0 2 0 8 0 4 0 D 0 2 0 9 0 C 0 8 0 2 0 I 0 6 0 F 0 6 0 8 0 C 0 J 0 4 0 8 0 D 0 2 0 0 0 0 0 0 0 8 2 6 0 7 0 6 0 C D 2 0 B 0 F 0 6 4 2 0 H 0 J 0 8 2 C 0 9 0 4 0 8 C 6 0 2 0 2 0 8 D 4 0 2 0 2 0 A 0 H 0 8 4 6 0 A 0 I 0 8 6 C 2 8 
MANIAC,9 0 3 0 8 4 2 0 4 0 6 0 4 2 4 0 1 0 3 0 8 6 2 0 0 4 4 0 6 0 2 0 6 8 2 8 6 0 4 0 6 0 6 4 6 0 2 0 8 0 8 2 8 0 4 0 0 6 6 0 4 0 4 0 2 4 2 4 6 0 8 6 2 0 8 4 6 0 2 0 6 0 2 6 4 0 8 0 4 2 8 0 8 0 0 0 2 6 2 6 4 0 8 4 2 0 6 0 2 0 A 0 4 8 2 0 4 0 6 0 2 0 6 0 4 6 2 0 9 0 4 2 6 0 1 0 4 0 6 0 8 4 2 0 8 4 2 8 6 0 0 0 4 0 6 4 2 0 0 0 4 2 8 2 4 0 0 0 8 0 8 0 4 0 6 4 0 8 2 0 B 0 0 0 4 8 2 0 6 4 2 0 8 8 2 4 6 0 B 0 8 4 2 0 B 0 2 2 0 6 4 0 B 0 0 0 4 8 2 0 6 8 2 0 4 6 4 6 2 0 0 0 0 4 4 6 8 0 2 0 0 4 6 4 8 0 3 0 0 8 8 6 4 0 2 0 2 6 4 2 6 0 0 0 0 2 4 6 8 0 2 0 0 4 6 4 8 0 2 0 0 6 4 8 4 0 2 0 B 0 8 4 2 0 0 0 0 4 2 8 6 0 1 0 0 4 8 4 6 0 2 0 0 6 4 2 8 0 B 0 A 0 6 4 2 0 0 0 0 8 2 8 4 0 4 0 0 6 8 6 4 0 2 0 0 8 6 8 4 0 2 0 8 6 2 4 2 6 4 0 4 6 8 6 4 2 4 6 
MANIAC,B 0 M 0 6 4 2 0 D 0 C 0 6 2 6 0 C 0 D 0 4 2 4 0 0 8 8 0 2 0 D 0 4 2 4 2 4 0 0 0 C 0 6 4 2 0 2 0 D 0 4 6 2 0 2 0 0 D D 0 4 0 4 0 6 2 6 2 6 0 0 0 4 0 4 D C 0 C 0 D 0 C 6 6 0 2 0 4 4 4 0 2 0 0 0 D D C 6 6 0 0 0 C 0 C 0 6 0 1 0 6 2 6 0 8 0 2 0 4 0 D 0 4 6 2 0 G 0 6 4 6 0 3 0 4 0 D 0 C 6 2 0 6 4 2 4 2 0 0 0 6 0 C D C 0 0 0 6 2 6 2 6 0 0 0 C 0 6 0 4 0 D 0 C 0 3 0 B 0 0 0 C D 4 0 D C 6 0 8 6 4 2 4 0 B 0 D 4 D 0 2 0 4 6 0 C 6 0 B 0 0 0 D 4 D 0 C 6 C 0 8 4 6 2 6 0 0 0 0 8 4 8 4 0 2 0 0 8 6 8 6 0 2 0 0 6 2 6 C 0 2 0 D C D C 2 0 0 0 0 C 8 C 6 0 4 0 0 D 8 D 4 0 6 0 0 4 2 4 6 0 2 0 M 0 9 0 B 0 0 0 0 8 4 8 4 0 2 0 0 8 6 8 6 0 2 0 0 6 2 6 C 0 2 0 B 0 G 0 1 0 0 0 0 C 8 C 6 0 4 0 0 D 8 D 4 0 6 0 0 4 2 4 6 0 2 0 D 0 D 0 8 6 4 2 C 0 C 0 8 4 6 2 
BASIC,9 0 2 0 2 0 4 0 8 0 4 0 8 0 8 0 7 0 2 0 6 0 2 0 8 0 6 0 8 0 8 0 8 0 2 0 6 0 2 0 8 0 4 0 8 0 2 0 8 6 4 0 2 0 4 0 8 6 4 0 8 0 6 0 B 0 8 0 6 0 2 0 4 0 8 0 8 0 2 0 4 6 0 0 4 6 0 0 8 0 6 0 6 0 2 0 B 0 8 0 4 0 2 0 6 0 8 0 6 0 8 0 6 4 0 0 6 4 0 0 8 0 2 0 6 0 6 0 8 0 6 0 6 0 2 0 8 0 4 6 4 0 6 0 8 0 0 4 2 0 8 0 0 2 4 2 4 0 6 0 8 0 2 0 6 0 8 0 4 0 4 6 8 0 8 0 2 0 8 0 4 0 8 0 6 0 6 4 2 0 2 0 B 0 8 0 6 0 2 0 4 0 8 0 4 0 6 0 4 6 0 0 4 6 0 0 4 0 4 0 6 0 6 0 8 0 0 4 2 0 0 0 8 0 0 6 2 0 0 0 8 0 0 4 6 0 0 0 8 0 0 6 4 0 0 0 8 0 0 2 6 0 0 0 8 0 0 2 4 0 0 0 8 0 0 4 2 0 8 0 0 2 6 2 6 0 4 0 8 0 2 0 4 0 8 0 6 0 6 4 8 0 8 0 2 0 8 0 6 0 2 0 4 0 4 6 2 0 2 0 B 0 8 0 4 0 2 0 6 0 8 0 6 0 2 0 6 4 0 0 6 4 0 0 7 0 1 0 3 0 9 0 0 0 0 0 0 0 0 0 8 0 8 0 8 0 8 0 8 0 4 0 2 0 6 0 8 0 2 0 4 0 2 0 B 0 4 0 8 0 6 0 4 0 2 0 6 0 8 0 6 0 8 0 4 0 6 0 8 0 8 0 8 0 0 0 8 0 4 6 2 0 4 6 2 0 6 0 4 0 2 0 8 0 6 4 8 0 6 4 8 0 4 0 6 0 2 0 8 0 4 6 2 0 4 6 2 0 6 2 4 0 2 0 8 0 6 4 8 0 6 4 8 0 4 2 6 0 2 0 8 0 4 6 2 0 4 6 2 0 6 2 4 0 A 0 8 0 4 6 8 0 4 6 8 0 4 2 6 0 B 
ANOTHER,9 0 2 0 2 0 4 0 8 0 4 0 2 0 2 0 7 0 2 0 6 0 2 0 8 0 6 0 8 0 8 0 8 6 2 0 6 8 2 0 8 6 4 0 8 4 2 0 8 6 4 0 2 6 4 0 8 6 4 0 6 4 2 0 B 0 8 0 6 0 2 0 4 0 8 0 4 6 8 2 4 6 0 0 4 6 0 0 8 0 6 0 2 0 4 0 B 0 8 0 4 0 2 0 6 0 8 0 6 4 8 2 6 4 0 0 6 4 0 0 8 0 4 0 2 0 6 0 8 0 6 4 6 0 2 0 8 0 4 6 4 0 6 0 8 0 6 4 2 0 8 0 0 2 2 2 8 0 B 0 4 8 2 0 2 6 8 0 4 6 4 6 8 2 8 0 2 4 8 0 8 4 2 0 6 4 6 4 2 8 2 0 8 0 9 0 3 0 1 0 7 0 8 0 4 6 8 2 4 6 0 0 4 6 0 0 8 0 6 0 2 0 4 0 8 0 6 4 6 0 2 0 8 0 2 6 2 0 6 0 8 0 6 4 6 0 4 0 8 0 4 6 4 0 6 0 8 0 2 4 6 0 4 0 8 0 4 6 8 0 6 0 8 0 2 4 6 0 8 0 0 2 2 2 8 0 B 0 6 8 2 0 2 4 8 0 6 4 6 4 8 2 8 0 2 6 8 0 8 6 2 0 4 6 4 6 2 8 2 0 8 0 7 0 1 0 3 0 9 0 8 0 6 4 8 2 6 4 0 0 6 4 0 0 8 0 4 0 2 0 6 0 4 6 4 0 8 2 8 2 8 2 8 0 4 6 4 6 8 0 8 0 8 0 8 0 6 0 2 0 4 0 8 0 8 0 8 0 8 0 8 0 6 0 4 0 8 0 2 0 2 0 2 0 2 0 2 0 7 0 3 0 9 0 1 0 8 0 2 8 6 0 2 8 6 0 6 2 4 0 A 0 8 0 2 8 4 0 2 8 4 0 4 2 6 0 A 0 8 6 2 8 4 0 2 8 6 0 6 2 4 0 A 0 8 4 2 8 6 0 2 8 4 0 4 2 6 0 A 0 8 6 2 8 4 0 2 8 6 4 6 2 4 0 A 0 8 4 2 8 6 0 2 8 4 6 4 2 6 0 A 
BASIC,2 0 2 0 8 0 B 0 8 0 8 0 2 0 B 0 D 0 D 0 3 0 4 0 C 0 C 0 1 0 3 0 2 0 2 0 8 0 B 0 8 0 8 0 2 0 B 0 D 0 D 0 3 0 4 0 C 0 C 0 1 0 6 0 2 0 2 0 8 0 B 0 8 0 8 0 2 0 B 0 D 0 D 0 3 0 4 0 C 0 C 0 1 0 6 0 M 0 0 0 A 0 0 0 3 0 0 0 1 0 0 0 7 0 0 0 9 0 0 0 J 0 0 0 F 0 0 0 2 0 2 0 8 0 B 0 8 0 8 0 2 0 B 0 D 0 D 0 3 0 4 0 C 0 C 0 1 0 6 0 8 6 8 0 8 4 8 0 6 0 2 0 4 0 2 0 8 6 2 0 8 4 2 0 D 0 D 0 C 0 0 0 8 D 2 0 8 C 2 0 6 0 A 0 4 0 A 0 D 0 D 0 C 0 C 0 8 0 6 0 8 0 4 0 8 0 D 0 6 0 2 0 4 0 C 0 8 0 D 0 8 0 C 0 4 0 2 0 6 0 D 0 8 0 C 0 8 0 D 0 6 0 2 0 4 0 C 0 8 0 D 0 8 0 C 0 4 0 2 0 6 0 D 0 8 0 C 0 8 6 2 0 8 4 2 0 6 0 2 0 4 0 2 0 8 D 2 0 8 C 2 0 D 0 D 0 C 0 0 0 8 D 2 0 8 C 2 0 6 0 4 0 2 0 2 0 D 0 D 0 C 0 C 0 8 0 6 0 8 0 4 0 2 0 6 0 2 0 D 0 2 0 8 0 2 0 C 0 8 0 8 0 8 0 8 0 D 0 2 0 C 0 2 0 J 0 0 0 2 0 0 0 6 0 0 0 8 0 0 0 4 0 0 0 2 0 0 0 6 0 0 0 D 0 0 0 2 0 2 0 A 0 B 0 8 0 8 0 A 0 B 0 D 0 D 0 3 0 1 0 C 0 C 0 1 0 3 0 2 0 2 0 A 0 B 0 8 0 8 0 A 0 B 0 D 0 D 0 3 0 1 0 C 0 C 0 1 0 3 0 2 0 2 0 A 0 B 0 8 0 8 0 A 0 B 0 D 0 D 0 3 0 1 0 C 0 C 0 1 0 3 
ANOTHER,B 0 8 2 0 8 2 0 B 0 8 2 0 8 2 0 6 0 4 8 0 C 2 0 4 0 6 8 0 D 2 0 B 0 8 2 0 8 2 0 B 0 8 2 0 8 2 0 6 0 4 8 0 C 2 0 4 0 6 8 0 D 2 0 B 0 8 0 2 0 8 0 B 0 8 2 8 2 8 0 6 0 6 0 4 0 4 0 D 0 C 0 2 0 B 0 A 0 A 0 B 0 B 0 9 0 9 0 1 0 1 0 3 0 3 0 7 0 7 0 D 0 C 0 D 0 C 0 B 0 8 2 0 8 2 0 B 0 8 2 0 8 2 0 6 0 4 8 0 C 2 0 4 0 6 8 0 D 2 0 6 6 2 0 4 4 2 0 D 0 8 0 4 0 0 0 8 C 6 0 8 C 6 0 8 0 C 0 6 0 0 0 8 D 4 0 8 D 4 0 8 0 6 0 2 0 4 0 6 0 4 0 6 0 4 0 D 0 D 0 4 0 0 0 8 0 D 2 0 6 4 0 8 0 D 2 0 6 4 0 8 0 D 2 0 6 4 0 8 0 D 2 0 6 4 0 8 0 8 C 0 2 4 0 8 0 8 C 0 2 4 0 8 0 8 C 0 2 4 0 8 0 8 C 0 2 4 0 6 6 2 0 4 4 2 0 D 0 8 0 4 0 0 0 8 C 6 0 8 C 6 0 8 0 C 0 6 0 0 0 8 D 4 0 8 D 4 0 8 0 6 0 2 0 4 0 3 0 1 0 3 0 1 0 K 0 K 0 4 0 0 0 K 0 K 0 G 0 G 0 3 0 3 0 1 0 1 0 8 0 D 0 6 0 2 0 8 0 C 0 4 0 2 0 D 0 D 0 C 0 C 0 6 0 6 0 4 0 4 0 6 0 2 0 4 0 2 0 2 0 3 0 2 0 1 0 B 0 8 2 0 8 2 0 B 0 8 2 0 8 2 0 6 0 4 8 0 C 2 0 4 0 6 8 0 D 2 0 B 0 8 0 2 0 8 0 B 0 8 2 8 2 8 0 6 0 6 0 4 0 4 0 8 0 2 0 9 0 7 0 B 0 8 0 2 0 8 0 B 0 8 2 8 2 8 0 6 0 6 0 4 0 4 0 K 0 G 0 2 0 M 
ANOTHER,8 4 0 2 6 0 8 6 0 2 4 0 ( 6 4 6 4 6 4 ) 0 8 4 0 2 6 0 8 6 0 2 4 0 ( 6 4 6 4 6 4 ) 0 6 0 4 0 8 0 2 0 6 4 6 4 8 2 6 0 8 0 4 6 0 4 8 0 2 0 6 4 2 0 8 0 8 0 4 6 0 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 4 6 2 0 0 8 0 B 0 2 0 B 0 2 0 0 8 4 6 0 0 8 0 4 0 2 0 6 0 4 0 0 8 2 6 0 0 8 0 8 0 6 4 6 4 8 0 0 2 8 4 0 0 8 0 6 0 2 0 4 0 8 0 0 4 6 2 0 0 8 0 B 0 2 0 B 0 2 0 0 8 4 6 0 0 8 0 4 0 2 0 6 0 2 0 0 8 2 8 0 0 8 0 6 0 2 0 4 0 6 0 0 4 8 0 2 0 8 0 0 6 8 0 2 0 8 6 0 0 6 2 0 0 2 4 0 0 4 8 0 0 8 2 0 4 0 6 4 6 0 8 0 4 6 4 0 8 6 4 0 0 6 2 0 0 2 4 0 0 4 8 0 0 4 6 0 8 0 4 0 2 0 6 0 8 0 4 0 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 9 0 3 0 1 0 7 0 1 0 3 0 9 0 B 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 0 8 0 0 2 0 0 B 0 0 A 0 0 8 B 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 8 0 8 6 0 2 0 2 4 0 6 8 0 B 0 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 0 B 0 8 6 0 2 4 0 0 B 0 8 6 0 0 B 0 0 2 0 0 9 0 0 3 0 0 A 0 0 1 0 0 B 
ANOTHER,C C 0 D D 0 4 4 0 2 2 0 6 ( 4 2 ) 6 0 D D 0 C C 0 6 6 0 2 2 0 6 ( 4 2 ) 6 0 6 0 4 0 8 0 2 0 6 4 6 4 8 2 6 0 C 0 6 0 4 0 2 0 8 0 2 0 6 4 6 0 D 0 4 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 6 8 6 0 0 8 0 6 0 4 0 2 0 6 0 0 4 8 4 0 0 8 0 4 0 2 0 6 0 4 0 0 6 2 6 0 0 8 0 8 0 D C D C 8 0 0 4 2 4 0 0 8 0 6 0 2 0 4 0 8 0 0 6 8 6 0 0 8 0 6 0 4 0 2 0 6 0 0 4 8 4 0 0 8 0 4 0 2 0 6 0 2 0 0 8 2 8 0 0 8 0 6 0 2 0 4 0 D 0 0 4 6 4 0 0 8 0 8 0 2 0 2 0 6 6 0 0 4 4 0 0 D D 0 0 C C 0 0 8 0 8 0 C C D 0 4 0 6 0 2 2 8 0 6 4 0 0 4 6 0 0 4 2 0 0 6 2 0 0 6 0 4 0 8 0 2 0 6 0 4 0 8 6 2 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 7 0 3 0 9 0 1 0 M 0 3 0 1 0 B 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 0 9 0 0 1 0 0 A 0 0 B 0 0 D C 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 D 0 D 0 C 6 6 0 4 0 2 0 6 4 8 0 8 0 0 8 0 4 6 0 2 0 2 0 0 6 4 0 0 6 0 M 0 0 0 4 0 0 M 0 0 8 0 0 B 0 0 2 0 0 9 0 0 H 0 0 I 0 0 1 0 0 B 
MANIAC,2 0 2 0 6 4 2 0 6 0 4 6 2 0 0 0 9 0 0 0 1 0 0 0 6 0 4 2 6 0 0 0 8 2 8 4 6 2 B 0 6 8 6 4 6 2 A 0 6 2 4 6 0 4 6 0 4 2 6 4 0 6 4 0 6 8 4 6 0 4 6 0 4 6 6 4 0 8 2 0 6 4 8 2 0 2 2 0 4 8 8 2 0 4 6 0 4 6 6 4 0 6 4 0 6 2 4 8 0 2 3 0 8 4 6 2 8 4 B 0 4 0 6 0 6 2 4 2 6 0 4 0 4 2 6 2 4 0 8 0 8 4 2 6 4 0 2 0 2 8 6 4 4 0 6 0 6 8 4 8 6 0 4 0 4 6 4 6 6 0 2 0 4 0 8 0 6 ( 0 4 ) 0 6 0 0 0 0 8 8 2 2 4 8 6 0 2 2 6 4 6 4 4 0 8 8 8 2 4 6 2 0 4 8 8 2 6 4 6 0 4 4 6 6 2 2 4 6 2 2 6 6 4 6 4 0 3 6 6 0 1 4 4 0 6 6 2 2 4 6 4 0 8 0 1 0 8 0 3 0 8 0 1 1 8 0 3 0 8 0 1 0 8 0 3 0 8 0 1 1 8 0 3 0 4 4 6 6 2 2 4 6 2 2 6 6 4 6 4 0 A 6 6 0 B 2 2 0 6 6 4 4 2 8 2 0 2 
MANIAC,2 0 2 0 D 4 2 0 6 0 C D 2 0 0 0 9 0 0 0 F 0 0 0 6 0 4 2 6 0 0 0 8 2 8 C 6 2 I 0 6 8 6 C 6 2 A 0 D 2 C 6 0 4 6 0 C 2 D 4 0 6 4 0 6 8 4 6 0 4 D 0 4 6 6 4 0 8 2 0 6 4 8 2 0 2 2 0 4 8 8 2 0 4 6 0 4 D D C 0 6 4 0 D 2 4 8 0 2 J 0 8 C 6 2 8 4 M 0 4 0 6 0 6 2 C 2 D 0 4 0 4 2 6 2 C 0 8 0 8 4 2 6 4 0 2 0 2 8 6 4 4 0 D 0 D 8 4 8 6 0 C 0 4 6 4 D D 0 2 0 4 0 8 0 6 ( 0 4 ) 0 6 0 0 0 0 8 8 2 2 C 8 6 0 2 2 6 4 D C C 0 8 8 8 2 4 6 2 0 4 D D 2 6 4 6 0 C C D D 2 2 4 6 2 2 D D 4 6 4 0 J D D 0 1 4 4 0 6 6 2 2 4 D 4 0 8 0 F 0 8 0 J 0 8 0 F F 8 0 J 0 8 0 F 0 8 0 J 0 8 0 F F 8 0 J 0 4 4 6 6 2 2 4 6 2 2 D D 4 6 4 0 A D D 0 B C C 0 D D 4 4 2 C 2 0 D 
BASIC,8 0 0 0 0 0 0 6 2 0 0 0 0 0 2 0 8 0 0 0 0 0 0 2 8 0 0 0 6 0 4 0 2 0 0 0 0 0 0 4 8 0 0 0 8 0 6 0 2 0 0 0 0 0 0 0 8 6 0 4 6 0 2 0 8 8 0 4 0 8 0 6 0 8 0 4 0 2 0 4 0 8 0 2 0 6 0 2 0 6 4 4 0 0 0 4 2 2 0 6 0 8 0 4 0 8 0 6 0 2 0 6 0 8 0 2 0 4 0 2 0 4 6 6 0 4 0 6 2 0 0 0 0 0 2 4 6 0 0 0 0 6 2 0 0 6 6 0 4 8 2 0 B 0 0 0 4 6 4 6 4 6 0 4 0 8 0 6 0 8 0 4 0 2 0 4 0 8 0 2 0 6 0 2 0 6 4 4 0 0 0 4 2 2 0 6 0 8 0 4 0 8 0 6 0 2 0 6 0 8 0 2 0 4 0 2 0 4 6 6 0 4 0 6 2 0 0 0 0 0 0 0 B 0 8 8 0 4 2 0 6 0 0 0 0 8 0 8 4 6 0 2 8 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 8 0 8 0 8 0 8 0 8 0 8 0 2 0 B 0 2 0 2 0 2 0 4 0 0 0 6 0 0 0 8 0 0 0 2 0 0 0 B 0 0 0 0 0 0 0 2 0 2 0 8 0 6 2 0 4 8 0 9 0 1 0 4 0 8 0 8 0 4 2 0 6 8 0 9 0 1 0 6 0 8 0 2 0 4 8 0 6 2 0 7 0 3 0 6 0 2 0 4 0 8 8 0 2 2 0 8 0 B 0 8 0 4 0 0 8 0 6 0 2 0 0 8 4 8 2 0 8 6 0 0 8 0 4 0 2 0 0 8 6 8 2 8 0 4 0 0 8 0 6 0 2 0 0 8 4 8 2 0 8 6 0 0 8 0 4 0 2 0 0 8 6 8 2 
ANOTHER,8 0 6 8 4 0 8 0 2 0 2 0 8 4 2 0 A 0 0 0 4 0 6 4 2 0 0 0 4 6 4 6 4 0 8 0 6 0 2 4 8 0 0 0 8 4 2 0 B 0 0 0 8 0 4 0 2 6 0 4 8 0 1 0 0 9 0 2 0 6 0 7 0 8 0 4 0 8 0 B 0 8 0 2 0 6 0 2 0 6 4 4 0 8 0 6 2 4 0 6 0 8 0 9 0 1 0 2 0 8 0 B 0 8 0 2 0 4 0 A 0 4 6 6 0 8 0 4 2 0 6 8 0 0 2 4 6 0 0 0 6 2 6 4 0 2 2 0 8 6 2 0 B 0 0 0 4 2 4 6 0 9 0 2 0 6 0 7 0 8 0 4 0 8 0 B 0 8 0 2 0 6 0 3 0 6 4 4 0 0 0 8 4 2 0 6 0 8 4 8 0 4 6 2 0 8 0 B 0 8 2 6 0 4 6 8 0 4 6 6 0 8 0 4 2 0 0 0 0 0 0 0 B 0 8 8 0 4 2 0 6 0 0 0 0 8 0 8 4 6 0 8 2 0 3 0 0 0 0 0 0 0 0 0 A 0 0 0 0 4 4 6 2 0 0 0 0 2 0 6 2 0 0 0 0 0 0 0 B 0 0 0 0 4 0 6 2 0 0 0 0 0 ( 0 0 6 4 ) 6 0 0 0 0 8 0 8 0 6 4 2 0 0 0 0 B 0 8 4 2 0 6 8 0 4 2 0 1 0 9 0 4 0 4 6 8 0 8 6 0 2 4 0 9 0 3 0 4 0 8 4 2 0 6 8 0 4 2 0 1 0 9 0 2 0 6 8 2 0 8 6 0 4 2 0 8 0 4 0 2 0 6 0 8 6 2 4 0 8 0 2 8 4 8 4 0 8 6 0 2 8 2 4 0 6 0 8 8 4 2 6 2 0 6 0 8 6 2 4 0 8 0 2 8 4 8 4 0 8 6 0 2 8 2 4 0 6 0 8 8 4 2 6 
BASIC,8 0 0 0 0 0 0 6 2 0 0 0 0 0 C 0 8 0 0 0 0 0 0 2 8 0 0 0 D 0 C 0 4 0 0 0 0 0 0 4 8 0 0 0 8 0 D 0 4 0 0 0 0 0 0 0 8 6 0 C 6 0 2 0 8 8 0 4 0 8 0 D 0 8 0 4 0 2 0 C 0 8 0 2 0 6 0 2 0 6 C C 0 0 0 4 2 2 0 6 0 8 0 4 0 8 0 6 0 2 0 D 0 8 0 2 0 4 0 2 0 4 D D 0 C 0 6 2 0 0 0 0 0 2 C 6 0 0 0 0 6 2 0 0 6 6 0 4 8 2 0 B 0 0 0 4 6 4 6 C D 0 4 0 8 0 6 0 8 0 4 0 2 0 C 0 8 0 2 0 6 0 2 0 D 4 4 0 0 0 4 2 2 0 6 0 8 0 4 0 8 0 D 0 2 0 6 0 8 0 2 0 4 0 2 0 4 D D 0 4 0 6 2 0 0 0 0 0 0 0 B 0 C C 0 4 2 0 6 0 0 0 0 D 0 D 4 6 0 2 8 0 D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 D 0 D 0 D 0 C 0 C 0 C 0 2 0 B 0 2 0 2 0 2 0 4 0 0 0 6 0 0 0 8 0 0 0 2 0 0 0 M 0 0 0 0 0 0 0 2 0 2 0 8 0 6 2 0 4 8 0 B 0 A 0 4 0 8 0 8 0 4 2 0 6 8 0 B 0 A 0 6 0 8 0 2 0 4 8 0 6 2 0 A 0 B 0 6 0 2 0 4 0 8 8 0 2 2 0 8 0 B 0 8 0 C 0 0 8 0 D 0 2 0 0 8 4 8 2 0 8 D 0 0 8 0 4 0 2 0 0 8 6 8 2 8 0 C 0 0 8 0 6 0 2 0 0 8 4 8 2 0 8 D 0 0 8 0 4 0 2 0 0 8 6 8 2 
ANOTHER,8 0 6 8 4 0 8 0 2 0 2 0 8 4 2 0 A 0 0 0 C 0 6 4 2 0 0 0 4 6 4 6 C 0 D 0 6 0 2 4 8 0 0 0 8 4 2 0 B 0 0 0 8 0 4 0 2 6 0 C 8 0 K 0 0 9 0 4 0 6 0 G 0 8 0 4 0 8 0 B 0 8 0 2 0 6 0 2 0 6 C 4 0 8 0 6 2 4 0 D 0 8 0 9 0 1 0 2 0 8 0 M 0 8 0 2 0 C 0 A 0 4 6 6 0 8 0 C 4 0 4 8 0 0 2 4 6 0 0 0 6 2 6 4 0 2 2 0 8 6 2 0 B 0 0 0 4 2 4 6 0 K 0 8 0 6 0 G 0 8 0 4 0 8 0 B 0 8 0 2 0 D 0 K 0 D C C 0 0 0 8 4 2 0 6 0 8 4 8 0 4 6 2 0 8 0 B 0 8 2 6 0 4 6 8 0 4 D D 0 8 0 C 4 0 0 0 0 0 0 0 B 0 C C 0 4 8 0 D 0 0 0 0 D 0 D 4 6 0 8 2 0 3 0 0 0 0 0 0 0 0 0 M 0 0 0 0 4 4 6 2 0 0 0 0 2 0 6 2 0 0 0 0 0 0 0 M 0 0 0 0 4 0 6 2 0 0 0 0 0 0 ( 6 4 ) 6 0 0 0 0 8 0 D 0 6 4 2 0 0 0 0 B 0 C 4 2 0 8 D 0 6 2 0 1 0 9 0 4 0 4 6 D 0 D 6 0 2 4 0 9 0 3 0 4 0 8 4 2 0 6 8 0 4 C 0 I 0 H 0 6 0 6 8 2 0 8 6 0 4 2 0 8 0 4 0 2 0 6 0 D 6 2 4 0 8 0 2 8 4 8 4 0 8 6 0 2 8 2 4 0 6 0 8 8 4 2 6 2 0 D 0 8 6 2 4 0 8 0 4 8 C 8 4 0 8 6 0 2 8 2 4 0 6 0 D D 4 6 2 
MANIAC,4 0 8 0 2 0 6 0 8 0 2 0 4 0 6 0 2 0 2 0 8 0 8 0 4 0 4 0 6 8 6 0 4 0 0 6 4 0 6 0 4 0 2 0 8 0 6 4 6 0 6 0 4 0 4 0 6 0 9 0 0 0 2 0 1 0 0 0 6 4 8 0 4 0 0 4 0 6 6 0 0 8 0 2 0 6 0 4 0 0 B 0 A 0 4 2 0 0 2 0 0 2 2 0 0 0 8 0 0 8 8 0 B 0 1 0 A 0 9 0 4 6 2 8 4 2 8 6 4 ( 0 2 ) 4 0 B B B 0 2 0 0 0 A A A 0 4 ( 0 2 ) 4 0 6 6 6 0 2 ( 0 6 ) 0 4 0 8 0 2 8 0 0 0 7 7 7 0 2 0 0 0 3 3 3 0 2 6 2 0 8 4 6 2 6 ( 0 4 ) 0 2 0 2 0 B 0 8 0 4 0 6 0 2 0 8 0 8 0 4 6 0 2 0 2 0 8 0 4 0 6 0 4 0 6 0 4 0 6 0 4 8 0 2 0 0 8 0 2 0 6 4 6 0 4 0 0 2 8 6 4 2 6 ( 0 8 ) 0 2 0 0 0 0 4 4 4 0 6 6 6 0 4 2 4 8 2 2 2 0 8 8 4 0 6 6 2 0 8 0 0 0 4 6 4 0 8 4 6 2 8 0 B 0 4 8 2 6 4 0 A 0 6 0 2 0 6 0 4 0 8 0 B 0 2 0 B 0 6 4 0 8 0 6 4 2 4 6 0 2 0 8 4 6 2 6 0 4 0 2 6 2 4 4 0 8 4 2 8 6 0 0 0 0 1 0 1 0 0 0 0 0 9 0 9 0 4 0 0 0 6 0 0 0 9 0 A 0 1 0 B 6 4 
