label,text
BASIC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 8 0 2 0 4 0 4 0 0 0 0 0 6 0 6 0 0 0 0 0 4 0 0 0 6 0 0 0 4 0 0 0 8 0 2 0 6 0 6 0 0 0 0 0 4 0 4 0 0 0 0 0 6 0 0 0 4 0 0 0 2 0 0 0 8 0 6 0 2 0 2 0 0 0 0 0 8 0 8 0 0 0 0 0 4 0 0 0 2 0 0 0 8 0 0 0 6 0 2 0 8 0 8 0 0 0 0 0 2 0 2 0 0 0 0 0 6 0 4 0 6 0 0 0 B 0 0 0 0 0 0 0 B 0 0 0 0 0 0 0 8 0 0 0 2 0 0 0 8 0 8 0 2 0 2 0 B 0 0 0 0 0 0 0 B 0 0 0 0 0 0 0 8 0 0 0 2 0 0 0 8 0 2 0 8 0 0 0 4 0 0 0 6 0 0 0 2 0 0 0 8 0 0 0 4 0 0 0 6 0 0 0 2 0 0 0 8 0 0 0 4 0 0 0 6 0 0 0 2 0 0 0 8 0 0 0 4 0 0 0 4 0 0 0 6 0 0 0 6 0 0 0 2 0 8 0 2 0 8 0 2 0 8 0 2 0 8 0 2 0 0 0 6 0 4 0 2 0 2 0 0 0 0 0 8 0 8 0 0 0 0 0 B 0 0 0 B 0 0 0 8 0 0 0 2 0 6 0 8 0 8 0 0 0 0 0 2 0 2 0 0 0 0 0 B 0 0 0 B 0 0 0 8 0 0 0 2 0 4 0 6 0 6 0 0 0 0 0 4 0 4 0 0 0 0 0 B 0 0 0 B 0 0 0 2 0 0 0 8 0 6 0 2 0 2 0 0 0 0 0 8 0 8 0 0 0 0 0 B 0 0 0 B 0 0 0 B 0 0 0 B 0 B 
ANOTHER,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 0 0 8 2 8 0 B 0 B 0 8 2 8 0 1 0 3 0 8 4 2 0 8 6 8 0 2 4 2 0 3 0 0 0 8 4 2 0 9 0 3 0 8 4 2 0 B 0 9 0 2 4 6 0 2 8 4 2 8 0 0 0 B 0 0 0 8 2 6 0 1 0 3 0 4 2 8 0 B 0 A 0 6 8 2 0 4 2 4 0 6 2 6 0 B 0 0 0 8 2 8 0 B 0 A 0 4 2 8 0 3 0 1 0 8 6 2 0 8 4 2 8 6 0 0 0 6 0 2 0 6 8 6 0 4 0 2 0 8 6 8 0 4 2 4 0 6 2 6 0 4 0 2 0 6 0 8 0 2 0 2 0 4 8 4 0 2 0 8 0 6 2 6 0 4 2 8 0 6 2 8 0 B 0 A 0 B 0 0 0 2 0 2 0 8 0 8 0 6 4 2 0 4 6 2 0 8 0 8 0 2 0 2 0 6 4 8 0 2 6 4 0 2 0 2 0 8 0 8 0 6 2 8 0 4 2 8 0 B 0 0 0 B 0 0 0 B 0 0 0 B 0 0 0 B 0 1 0 B 0 3 0 4 2 4 0 6 2 6 0 B 0 0 0 8 2 8 0 B 0 B 0 8 2 8 0 1 0 3 0 8 4 2 0 8 6 8 0 2 4 2 0 3 0 0 0 8 4 2 0 9 0 3 0 8 4 2 0 B 0 9 0 2 4 6 0 2 8 4 2 8 0 0 0 B 0 0 0 2 8 2 0 B 0 1 0 8 6 2 0 9 0 1 0 6 2 8 0 4 2 4 0 6 2 6 0 A 0 0 0 4 6 2 0 1 0 3 0 8 4 2 0 9 0 3 0 8 4 2 0 8 6 2 0 8 4 2 0 8 6 4 2 8 0 B 
MANIAC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 0 0 8 2 4 6 2 0 2 0 8 4 2 8 6 0 6 0 4 8 2 6 4 2 8 6 2 8 4 2 8 0 0 0 6 4 2 8 6 0 2 0 8 4 2 8 6 0 4 0 8 2 6 4 2 8 6 2 8 0 B 0 A 0 0 0 4 6 2 8 4 0 2 0 8 6 2 8 4 0 6 0 8 2 4 6 2 8 4 6 8 2 4 6 2 0 0 0 8 4 2 8 6 0 2 0 8 4 2 8 6 0 4 0 8 2 6 8 2 4 6 2 8 0 B 0 8 2 6 4 2 8 6 4 8 2 6 8 2 4 6 0 2 8 4 0 2 8 6 0 2 8 2 8 4 6 4 6 2 8 4 2 8 6 4 8 2 6 4 2 8 6 2 0 8 4 2 0 8 6 2 0 8 4 2 8 6 0 0 0 4 0 2 0 8 0 6 0 4 2 8 6 2 8 4 0 6 0 2 0 8 0 4 0 6 2 8 4 2 8 6 0 4 0 2 0 8 0 6 0 4 2 8 6 2 8 4 6 2 0 0 6 2 0 0 6 2 0 0 6 2 0 0 6 2 6 8 6 2 6 8 6 2 8 4 2 8 6 2 8 2 0 0 0 6 4 2 8 6 0 6 0 4 8 2 6 4 0 2 0 8 6 2 8 4 2 8 6 2 8 4 2 8 0 0 0 6 4 2 8 6 0 4 0 8 2 6 8 2 0 4 0 6 2 8 4 2 8 6 4 2 0 3 0 1 0 0 0 6 2 8 4 2 0 8 0 6 4 2 8 6 0 2 0 8 4 2 8 6 2 8 4 2 8 6 2 8 0 0 0 4 2 8 6 4 0 8 0 2 6 8 2 4 0 6 0 2 8 4 2 8 6 2 8 4 2 8 6 2 8 4 2 8 0 B 
BASIC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 0 0 2 0 2 0 0 0 0 0 C 0 C 0 0 0 0 0 6 0 6 0 0 0 4 0 4 0 4 0 B 0 0 0 2 0 2 0 0 0 0 0 C 0 C 0 0 0 0 0 6 0 6 0 0 0 8 0 2 0 0 0 B 0 0 0 C 0 C 0 0 0 0 0 D 0 D 0 0 0 0 0 8 0 8 0 0 0 6 0 6 0 6 0 B 0 0 0 2 0 2 0 0 0 0 0 D 0 D 0 0 0 0 0 4 0 4 0 0 0 8 0 8 0 0 0 C 0 0 0 D 0 0 0 4 0 0 0 2 0 0 0 8 0 0 0 6 0 0 0 4 0 0 0 2 0 0 0 C 0 0 0 6 0 0 0 8 0 0 0 D 0 0 0 2 0 0 0 8 0 0 0 4 0 0 0 2 0 0 0 8 0 6 0 C 0 D 0 8 0 0 0 2 0 0 0 4 0 8 0 C 0 D 0 8 0 0 0 2 0 0 0 4 0 6 0 8 0 D 0 2 0 0 0 8 0 0 0 4 0 0 0 6 0 0 0 C 0 0 0 2 0 0 0 8 0 6 0 C 0 D 0 4 0 8 0 2 0 D 0 B 0 0 0 2 0 2 0 0 0 8 0 0 0 6 0 0 0 C 0 0 0 D 0 0 0 4 0 2 0 2 0 B 0 0 0 2 0 2 0 0 0 D 0 0 0 4 0 0 0 2 0 0 0 C 0 6 0 2 0 2 0 8 0 B 0 0 0 2 0 2 0 0 0 8 0 0 0 6 0 0 0 C 0 0 0 D 0 0 0 8 0 2 0 2 0 B 0 0 0 2 0 2 0 0 0 8 0 0 0 4 0 0 0 6 0 0 0 C 0 2 0 D 0 2 0 C 0 2 0 8 0 2 0 B 
ANOTHER,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 M 0 0 0 8 0 2 2 0 0 B 0 2 0 8 8 0 0 6 0 4 0 2 0 C 0 6 0 4 0 D 0 A 0 0 0 4 0 2 2 0 0 B 0 2 0 8 8 0 0 4 0 D 0 C 0 2 0 2 0 2 0 0 0 B 0 0 0 2 0 8 8 0 0 I 0 C 0 6 6 0 0 8 0 2 0 4 0 6 0 2 0 D 0 4 0 H 0 0 0 2 0 8 8 0 0 B 0 D 0 2 2 0 0 6 0 4 0 2 0 H 0 I 0 G 0 0 0 2 0 2 0 8 0 8 0 6 0 6 0 4 0 4 0 2 8 2 0 2 8 2 0 C 0 6 0 4 0 D 0 2 0 2 0 8 0 8 0 4 0 4 0 6 0 6 0 C D C 0 C D C 0 9 0 J 0 B 0 0 0 C 0 2 0 8 0 6 0 0 0 1 0 0 0 C C 6 0 2 0 D 0 4 0 0 0 H 0 0 0 2 2 8 0 6 0 C 0 D 0 0 0 7 0 0 0 2 2 8 0 0 0 6 0 0 0 2 0 0 0 8 0 0 0 4 0 2 0 8 0 6 0 C 0 D 0 8 0 9 0 F 0 0 0 6 0 6 0 2 0 D D 0 0 B 0 C 0 2 2 0 0 B 0 D 0 2 0 8 0 4 0 M 0 0 0 2 0 8 0 6 0 4 4 0 0 J 0 4 0 6 6 0 0 F 0 B 0 K 0 H 0 0 0 I 0 0 0 6 0 6 0 8 0 2 2 0 0 H 0 4 0 D D 0 0 A 0 4 0 2 0 8 0 6 0 M 0 0 0 2 0 2 0 8 0 6 6 0 0 F 0 4 0 6 6 0 0 J 0 4 0 2 0 6 0 2 0 D 0 8 0 2 0 B 
MANIAC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 M 0 0 0 8 4 C 2 8 0 4 0 D C 8 4 D 0 D 0 2 8 4 D C 6 8 2 D 2 8 6 C 0 0 0 D 8 6 4 2 0 2 0 8 6 C D 8 0 2 0 C 8 4 2 8 6 4 8 2 0 B 0 G 0 0 0 4 6 2 8 4 0 D 0 C 8 4 D 2 0 6 0 8 2 C 6 4 8 C D 8 2 4 6 2 0 0 0 8 4 2 C 6 0 2 0 8 4 C 2 D 0 4 0 2 8 6 2 8 4 D C 8 0 B 0 8 2 6 4 2 C 6 8 2 4 2 C 6 2 2 0 D 4 8 0 C 6 8 0 2 C 2 8 6 C 6 4 8 2 C 4 2 C 6 8 2 C 6 4 D 2 6 0 4 2 C 0 6 2 D 0 4 2 8 6 2 0 0 0 4 0 2 0 6 0 2 0 8 4 2 C 6 2 2 0 8 0 4 0 6 0 8 0 2 C 6 2 8 4 4 0 D 0 2 0 C 0 2 0 8 6 C D 4 8 8 2 D 0 0 4 6 0 0 C 2 0 0 8 6 0 0 C D 4 8 2 C 4 8 C D 8 6 4 2 8 6 2 8 0 0 0 4 2 8 6 C 0 D 0 4 2 8 6 C 0 D 0 4 8 2 6 4 2 8 6 C D 4 8 2 0 0 0 6 4 8 2 D 0 C 0 2 8 6 2 D 0 4 0 8 2 6 C D 8 2 C 6 0 K 0 F 0 0 0 6 2 8 4 2 0 8 0 6 C D 4 8 0 2 0 6 4 2 C 6 8 D C 8 4 2 8 6 0 0 0 C 2 8 6 C 0 D 0 4 8 2 6 C 0 D 0 2 8 4 2 C 6 8 D 4 8 C 2 8 6 4 2 8 0 B 
BEGINNER,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 B 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 8 0 0 0 6 0 0 0 6 0 0 0 2 0 0 0 2 0 0 0 4 0 0 0 4 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 8 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0 8 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 4 0 0 0 4 0 0 0 4 0 0 0 4 0 0 0 2 0 0 0 2 0 0 0 4 0 0 0 4 0 0 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 0 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 0 0 4 0 4 0 0 0 0 0 8 0 8 0 0 0 0 0 A 0 A 0 0 0 0 0 6 0 6 0 0 0 0 0 8 0 8 0 0 0 0 0 A 0 A 0 0 0 0 0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 A 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 A 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 4 0 0 0 0 0 4 0 4 0 0 0 0 0 A 0 A 0 0 0 0 0 6 0 6 0 0 0 0 0 8 0 8 0 0 0 0 0 8 0 8 0 0 0 0 0 2 0 2 0 0 0 0 0 8 0 8 0 0 0 0 0 2 
BASIC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 4 0 0 0 6 0 0 0 4 0 6 0 4 0 6 0 8 0 6 0 8 0 6 0 4 0 8 0 4 0 8 0 2 0 6 0 6 0 4 0 4 0 6 0 2 0 4 0 2 0 6 0 4 0 2 0 6 0 2 0 4 0 8 0 6 0 8 0 4 0 6 0 6 0 4 0 4 0 2 0 2 0 8 0 6 0 6 0 4 0 4 0 6 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 6 6 0 0 0 0 0 0 8 8 0 0 0 0 0 0 2 2 0 0 4 4 0 0 6 6 0 0 4 4 0 0 6 6 0 0 8 8 0 0 2 2 0 0 4 4 0 0 6 0 4 0 8 0 8 0 4 0 0 0 2 0 0 0 6 0 0 0 2 0 0 0 4 0 0 0 2 0 0 0 6 0 0 0 2 0 2 0 4 0 0 0 2 0 0 0 6 0 0 0 2 0 2 0 4 0 0 0 2 0 0 0 6 0 0 0 2 0 2 0 4 0 4 0 0 0 0 0 6 0 6 0 2 0 2 0 B 0 B 0 2 0 0 0 4 0 6 0 2 0 2 0 6 0 4 0 2 0 2 0 4 0 6 0 2 0 2 0 B 0 B 0 2 0 2 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 6 0 2 0 4 0 8 0 6 0 2 0 4 0 8 0 6 0 2 0 4 0 8 0 6 0 2 0 4 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 4 2 6 2 4 8 6 8 4 2 6 2 4 8 6 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 
ANOTHER,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 0 4 0 6 0 2 2 2 0 6 0 4 0 8 8 8 0 6 0 4 0 8 8 8 0 4 0 6 0 2 2 4 0 6 0 4 0 2 2 6 0 4 0 6 0 4 4 6 0 8 0 6 0 6 6 4 0 8 0 4 0 B B 2 0 8 0 6 0 B B 2 0 8 0 4 0 2 2 4 0 8 0 6 0 2 2 6 0 8 0 4 0 0 0 0 0 0 0 0 0 6 0 4 0 2 0 6 0 4 4 2 0 6 0 2 0 4 4 2 0 6 0 2 0 8 8 0 0 4 4 0 0 6 6 2 0 4 0 2 0 6 6 2 0 4 0 2 0 8 8 0 0 6 6 0 0 4 4 0 0 6 0 6 0 4 0 6 0 4 2 6 0 4 4 6 0 2 6 2 0 6 0 4 0 6 2 4 0 6 6 4 0 2 4 2 0 4 0 6 0 2 2 2 0 6 0 4 0 2 2 2 0 4 0 6 0 4 0 6 0 2 6 2 6 2 4 2 4 6 0 4 0 6 0 2 0 6 0 6 0 4 0 3 0 4 0 6 0 4 0 2 0 4 0 4 0 6 0 1 0 B 0 2 0 B 0 2 0 A 0 4 0 A 0 6 0 1 0 3 0 1 0 3 0 8 0 6 0 2 0 4 0 8 0 4 0 2 0 6 0 4 4 2 0 0 8 0 6 4 4 2 0 0 8 0 6 4 4 0 0 6 6 0 0 6 6 2 0 0 8 0 4 6 6 2 0 0 8 0 4 6 6 2 0 0 6 0 4 8 8 0 0 2 2 0 0 8 8 4 6 0 4 0 6 8 8 6 4 0 6 0 4 2 2 2 4 0 6 0 4 2 2 0 0 2 2 0 0 8 8 8 8 0 4 0 6 8 8 8 8 0 6 0 4 2 4 6 2 0 6 0 4 8 4 2 6 2 4 8 6 8 
MANIAC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 2 0 4 2 0 8 2 6 4 0 6 4 2 6 0 4 2 6 4 8 6 4 8 8 4 0 8 4 2 8 4 6 4 0 6 2 0 6 2 6 4 0 2 4 4 2 8 ( 2 8 ) 6 4 0 6 4 0 6 4 8 6 4 6 8 4 4 8 8 4 2 6 2 6 6 2 8 6 4 2 8 6 0 2 8 4 0 2 4 0 8 2 8 2 0 8 2 2 8 2 0 6 2 ( 0 4 ) 0 ( 8 6 ) 0 4 4 0 0 6 6 6 2 4 4 0 0 6 6 6 2 4 4 0 0 6 6 6 2 4 4 0 0 6 6 6 2 4 4 8 4 6 6 6 8 4 4 8 4 6 6 6 8 2 2 8 6 2 2 4 4 8 6 ( 4 8 ) 6 4 0 2 0 4 0 8 0 0 4 8 0 4 2 8 0 6 4 A 0 4 0 8 0 0 4 8 0 4 2 8 0 6 4 A 0 B 0 8 0 0 4 6 8 4 2 8 0 0 4 3 8 4 0 8 8 8 0 8 2 4 2 8 8 8 8 2 6 4 0 6 0 0 2 6 0 2 2 4 ( 4 2 6 8 ) 6 4 ( 6 2 ) 4 0 6 0 0 2 6 0 8 8 4 ( 6 2 0 8 ) 6 8 ( 2 8 ) 4 2 4 ( 6 2 0 8 ) 6 4 ( 6 8 ) 4 2 4 ( 8 2 6 8 ) 6 8 ( 0 8 ) 6 4 4 ( 0 2 ) 8 8 6 ( 0 2 ) 6 0 0 0 4 0 4 4 ( 2 4 ) 6 4 ( 0 4 ) 6 2 6 8 0 4 0 6 4 0 8 2 4 6 0 2 2 0 6 4 6 2 0 8 4 4 6 4 6 2 0 6 2 0 6 2 6 4 0 6 4 2 6 0 4 8 6 4 8 6 4 8 8 4 0 6 4 2 8 4 6 4 0 6 2 0 6 2 8 4 0 2 4 4 8 6 2 6 4 0 6 4 0 0 4 8 6 4 6 8 4 4 6 8 4 2 6 2 8 6 2 4 6 4 2 8 6 0 2 6 4 0 2 4 0 8 2 6 2 0 6 2 2 8 B 
BASIC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 4 0 0 0 D 0 0 0 C 0 6 0 4 0 6 0 8 0 6 0 D 0 6 0 4 0 C 0 4 0 8 0 C 0 6 0 6 0 4 0 4 0 6 0 2 0 C 0 2 0 6 0 C 0 2 0 D 0 2 0 4 0 8 0 6 0 8 0 4 0 6 0 6 0 4 0 4 0 2 0 2 0 8 0 D 0 6 0 D 0 C 0 2 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 6 6 0 0 0 0 0 0 8 8 0 0 0 0 0 0 2 2 0 0 C C 0 0 D D 0 0 4 4 0 0 6 6 0 0 8 8 0 0 2 2 0 0 C C 0 0 6 0 4 0 8 0 8 0 C 0 0 0 2 0 0 0 D 0 0 0 2 0 0 0 4 0 0 0 2 0 0 0 6 0 0 0 2 0 2 0 C 0 0 0 2 0 0 0 D 0 0 0 2 0 2 0 4 0 0 0 2 0 0 0 6 0 0 0 2 0 2 0 4 0 4 0 0 0 0 0 6 0 6 0 2 0 2 0 M 0 B 0 2 0 0 0 4 0 6 0 2 0 2 0 6 0 4 0 2 0 2 0 C 0 D 0 2 0 2 0 8 0 B 0 2 0 2 0 8 0 4 0 2 0 6 0 2 0 C 0 2 0 D 0 2 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 6 0 2 0 4 0 8 0 D 0 2 0 C 0 8 0 6 0 2 0 4 0 8 0 6 0 2 0 4 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 0 4 0 2 0 6 0 8 4 2 6 2 C D 8 D 4 2 6 2 4 8 6 8 0 4 0 2 0 6 0 8 0 C 0 2 0 D 0 A 
ANOTHER,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 0 C 0 6 0 2 2 2 0 D 0 4 0 8 C 8 0 6 0 2 0 8 D 8 0 4 0 2 0 2 2 C 0 6 0 4 0 2 2 D 0 4 0 6 0 4 4 D 0 8 0 6 0 6 6 C 0 8 0 4 0 B B 2 0 8 0 6 0 B B 2 0 8 0 4 0 2 2 C 0 8 0 6 0 2 2 D 0 8 0 4 0 0 0 0 0 0 0 0 0 6 0 4 0 2 0 D 0 4 4 2 0 6 0 2 0 4 4 2 0 D 0 2 0 8 8 0 0 C 4 0 0 6 6 2 0 4 0 2 0 6 6 2 0 C 0 2 0 8 8 0 0 D 6 0 0 4 4 0 0 6 0 6 0 4 0 6 0 4 2 D 0 4 4 6 0 2 6 2 0 6 0 4 0 6 2 C 0 6 6 4 0 2 4 2 0 4 0 6 0 2 2 2 0 D 0 C 0 2 2 2 0 4 0 6 0 C 0 D 0 2 6 2 6 2 4 2 4 6 0 4 0 6 0 2 0 6 0 6 0 C 0 3 0 4 0 6 0 4 0 2 0 4 0 4 0 D 0 1 0 B 0 2 0 H 0 2 0 A 0 4 0 A 0 6 0 1 0 3 0 1 0 3 0 8 0 D 0 2 0 C 0 8 0 4 0 2 0 D 0 4 4 2 0 0 8 0 6 4 4 2 0 0 8 0 D C C 0 0 6 6 0 0 6 6 2 0 0 8 0 4 6 6 2 0 0 8 0 C D D 2 0 0 6 0 4 8 8 0 0 2 2 0 0 8 8 C 6 0 4 0 6 8 8 D 4 0 6 0 4 2 2 2 4 0 D 0 4 2 2 0 0 2 2 0 0 8 8 8 8 0 C 0 6 8 8 8 8 0 D 0 4 2 4 6 2 0 6 0 4 8 4 2 6 2 C 8 D 8 
MANIAC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 2 0 C 2 0 8 2 D 4 0 6 4 2 6 0 D 2 6 4 8 6 D 8 8 4 0 8 D 2 8 C 6 4 0 D 2 0 6 2 6 4 0 2 4 4 2 8 ( 2 8 ) 6 4 0 D 4 0 6 C 8 4 6 4 8 4 4 8 8 C 2 6 2 D D 2 8 6 C 2 8 D 0 2 8 C 0 2 4 0 8 2 D 2 0 C 2 2 D 2 0 6 2 ( 0 4 ) 0 ( C 6 ) 0 4 4 0 0 6 6 6 2 C C 0 0 D D D 2 4 4 0 0 6 6 6 2 C C 0 0 D D D 2 4 4 C 8 6 D 6 8 4 4 8 4 6 D 6 8 2 2 8 6 2 2 C C 4 6 ( 4 8 ) 6 8 0 4 0 2 0 8 0 0 C 8 0 4 2 8 0 D 4 A 0 4 0 8 0 0 4 8 0 4 2 8 0 D C A 0 B 0 8 0 0 C 3 8 1 2 D 0 0 6 3 8 1 0 8 C 8 0 8 2 C 2 8 8 8 C 2 D 6 0 4 0 0 2 D 0 2 2 C ( D 2 6 8 ) D 4 ( 6 8 ) D 0 6 0 0 8 6 0 8 8 C ( 6 2 0 8 ) 6 8 ( 2 8 ) 6 2 4 ( C 2 0 8 ) D 4 ( 6 8 ) 2 2 4 ( 8 2 6 8 ) 6 8 ( 0 8 ) 6 C C ( 0 2 ) 8 8 D ( 0 2 ) 6 0 0 0 C 0 4 4 ( 2 4 ) D 4 ( 0 4 ) 6 2 6 8 0 D 0 D 4 0 8 2 4 C 0 2 2 0 6 C 6 2 0 8 4 4 D 4 6 2 0 D 2 0 6 2 6 C 0 6 4 2 6 0 D 2 6 C 8 4 6 8 8 D 0 4 6 2 8 C 6 4 0 6 2 0 D 2 8 C 0 2 4 4 8 6 D C 4 0 6 C 0 0 4 8 6 C 6 8 6 4 6 8 D 2 6 2 8 C 2 4 6 C 2 8 D 0 2 6 4 0 2 4 0 8 2 D 2 0 6 2 2 8 B 
BASIC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 6 0 0 0 4 0 0 0 6 0 0 0 4 0 0 0 6 0 0 0 4 0 0 0 6 0 0 0 4 0 0 0 6 0 0 0 4 0 0 0 6 0 0 0 4 0 0 0 6 0 0 0 4 0 0 0 6 0 0 0 8 0 0 0 B 0 0 0 A 0 0 0 B 0 0 0 A 0 0 0 6 0 4 0 2 0 0 0 B 0 0 0 A 0 0 0 4 0 6 0 2 0 0 0 B 0 0 0 A 0 0 0 6 0 4 0 2 0 6 0 4 0 6 0 4 0 6 0 6 0 4 0 4 0 6 0 4 0 8 0 6 0 8 0 2 0 0 0 0 0 A 0 B 0 2 0 0 0 4 0 8 0 6 0 8 0 4 0 6 0 6 0 4 0 8 0 2 0 2 0 2 0 B 0 A 0 B 0 2 0 4 0 6 0 8 0 8 0 4 0 6 0 2 0 2 0 4 0 2 0 4 0 4 0 6 0 2 0 6 0 6 0 B 0 4 0 6 6 6 0 A 0 B 0 8 4 8 0 B 0 6 0 4 4 4 0 8 0 2 0 6 0 B 
ANOTHER,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 0 6 0 4 4 4 0 6 6 6 0 4 4 4 0 6 8 6 0 4 8 4 0 6 8 6 0 4 8 4 0 0 0 6 0 2 0 4 0 2 0 6 0 8 0 4 0 6 8 6 0 4 4 4 0 6 6 6 0 4 8 2 0 0 0 4 0 1 0 3 0 6 0 B 0 0 0 B 0 0 0 8 4 6 4 2 4 0 0 6 0 7 0 B 0 0 0 8 6 4 6 2 6 0 0 4 0 9 0 B 0 0 0 6 6 4 4 2 2 6 0 4 0 6 0 4 0 3 0 6 0 4 0 4 0 6 0 4 0 4 0 6 0 8 0 2 0 0 0 0 0 A 0 B 0 2 0 6 0 8 0 4 0 8 0 6 0 4 0 6 0 6 0 4 0 8 0 2 0 2 0 2 0 B 0 A 0 B 0 2 0 4 0 6 0 8 8 8 0 4 0 6 0 2 2 2 0 4 0 2 0 4 4 4 0 6 0 2 0 6 6 6 0 B 0 4 0 6 6 6 0 A 0 B 0 8 4 8 0 B 0 6 0 4 4 4 0 [ 8 0 4 0 8 0 4 0 8 0 2 0 6 0 6 0 6 0 ] 6 
MANIAC,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 B 2 6 0 4 4 4 0 6 6 6 0 4 4 4 0 B 8 6 0 B 8 2 0 B 2 6 0 B 2 4 0 6 2 8 0 4 2 8 0 6 4 6 0 4 6 8 6 8 0 B 0 4 2 6 0 6 2 4 0 8 2 6 0 0 4 8 2 3 4 1 8 6 0 B 8 2 0 B 0 0 0 8 4 6 4 2 4 0 0 6 4 B 8 B 0 4 8 2 6 4 6 2 6 6 0 4 0 9 2 B 8 4 6 4 4 6 6 2 2 6 0 4 0 3 0 B 0 3 0 6 0 1 2 4 6 4 0 4 0 4 0 6 0 2 8 4 0 0 0 6 2 3 0 1 0 B 0 6 0 8 0 4 0 8 0 6 0 4 2 6 0 6 2 4 0 8 2 B 0 2 0 2 0 B 0 A 0 B 8 2 0 4 0 6 0 8 4 6 0 7 0 B 0 2 2 2 0 4 0 2 0 B 4 4 0 6 8 2 0 B 6 6 0 B 8 4 0 3 6 6 0 A 6 6 0 1 4 4 0 B 8 8 0 B 2 2 0 [ 8 0 4 0 8 0 4 0 8 0 2 0 6 0 6 0 6 0 ] B 
